"","id","sector_id","district_id","year","treat","prod","malehead","irrigation","craft_income","crop_div","market_dist","area","pop_density_1980","rainfall_1","rainfall_2","means_index"
"1",969,12,2,1996,0,-0.155887276975723,0,0.67,NA,87.55,15.19,1187.88,90.92,-1.54620380257784,-1.46849028624548,87.0502544671763
"2",969,12,2,1997,0,-0.192659641172634,0,1.37,78.97,124.54,15.19,1187.88,90.92,-1.28715431396424,-1.22246084494433,80.733484615339
"3",969,12,2,1998,0,0.790657083048516,0,2.07,22.14,77.65,15.19,1187.88,90.92,0.736734838291533,0.69970591959871,71.526023724582
"4",969,12,2,1999,0,-0.347466960785346,0,2.78,82.1,57.7,15.19,1187.88,90.92,-0.0564091532016196,-0.0535739812525401,99.3143973080441
"5",969,12,2,2000,0,-1.2008702557401,0,3.45,64.83,113.78,15.19,1187.88,90.92,-0.30657223867503,-0.29116365758268,92.7276255481411
"6",969,12,2,2001,0,0.695642840161574,0,4.14,77.21,97.97,15.19,1187.88,90.92,0.00176427613563882,0.00167560211863461,98.615689848084
"7",969,12,2,2002,0,0.947006137008242,0,4.82,71.18,79.87,15.19,1187.88,90.92,1.70890734182856,1.62301620742682,76.248168933671
"8",969,12,2,2003,0,-0.349690786523648,0,5.5,73.69,81.09,15.19,1187.88,90.92,-0.188101312908468,-0.178647181164335,88.5918893257622
"9",969,12,2,2004,0,1.48261805997732,0,6.21,71.75,147.54,15.19,1187.88,90.92,-0.505020792703321,-0.479638018740084,75.9659611736424
"10",969,12,2,2005,0,0.880174163214055,0,6.9,84.7,97.83,15.19,1187.88,90.92,1.44205515777479,1.36957624078528,92.7526162844151
"11",299,24,4,1996,0,0.523666835134044,0,0.7,47.26,72.18,8.71,619.42,85.98,-0.86599746226049,-0.822492510836946,94.87571897218
"12",299,24,4,1997,0,-0.657581184855999,0,1.38,28.91,70.7,8.71,619.42,85.98,0.491196704627487,0.466520548281204,86.7314766929485
"13",299,24,4,1998,0,0.677303170799556,0,2.07,47.75,61.72,8.71,619.42,85.98,-0.583037367678883,-0.553747429238681,96.2638617877383
"14",299,24,4,1999,0,-0.691372809783385,0,2.77,48.01,95.54,8.71,619.42,85.98,-0.506315650857583,-0.480879966856798,85.9559460112359
"15",299,24,4,2000,0,-0.30326008193712,0,3.45,132.12,63.75,8.71,619.42,85.98,-0.131809643323103,-0.125187947094389,92.8277856274508
"16",299,24,4,2001,0,1.03921980638266,0,4.15,81.98,99.12,8.71,619.42,85.98,1.82064968577217,1.72918605037992,98.9108868630137
"17",299,24,4,2002,0,2.24114332004695,0,4.82,94.07,34.39,8.71,619.42,85.98,-1.17336113117565,-1.11441520900075,67.1859392814804
"18",299,24,4,2003,0,1.90711492395143,0,NA,90.29,93.77,8.71,619.42,85.98,0.11183598958793,0.106217706040393,84.7182931855787
"19",299,24,4,2004,0,-0.596134990124166,0,6.2,73.91,87.78,8.71,619.42,85.98,-0.869638492889299,-0.825950627695748,86.5563946194015
"20",299,24,4,2005,0,-1.26618265233139,0,NA,74.48,84.34,8.71,619.42,85.98,1.70647736819742,1.62074938602179,93.4037517814431
"21",352,21,4,1996,1,0.144553663786622,0,1.45,77.25,94.89,16.26,1332.97,100.42,-1.28751103089023,-0.853599713177113,5.86998061742634
"22",352,21,4,1997,1,1.64619357176488,0,2.15,49.41,119.88,16.26,1332.97,100.42,-0.329238536102877,0.0564871606791094,45.8111452462617
"23",352,21,4,1998,1,0.674606640603825,0,2.82,87.52,87.36,16.26,1332.97,100.42,1.17932691654654,1.4891961492783,1.3325303348247
"24",352,21,4,1999,1,1.14303605931519,0,3.5,98.12,112.55,16.26,1332.97,100.42,0.816870398033205,1.14496533639682,35.6862910368945
"25",352,21,4,2000,1,1.43756872406598,0,4.19,43.95,NA,16.26,1332.97,100.42,-0.462697859530691,-0.0702613154652867,31.0255854129791
"26",352,21,4,2001,0,0.495611923272734,0,4.15,113.18,74.3,16.26,1332.97,100.42,-0.315978985199206,-0.300090348422262,68.6823306116275
"27",352,21,4,2002,0,-1.02579246198451,1,4.84,NA,102.88,16.26,1332.97,100.42,1.3025500394396,1.23705282149202,93.7752043211367
"28",352,21,4,2003,0,-1.28921930222364,0,5.53,56.81,54.46,16.26,1332.97,100.42,-1.64158854980972,-1.55904317360797,68.0538299866021
"29",352,21,4,2004,0,-0.154577006679608,0,6.21,86.14,109.31,16.26,1332.97,100.42,-0.397739017318577,-0.377739172157325,90.5423370271455
"30",352,21,4,2005,0,-0.811267664592979,0,6.9,104.1,NA,16.26,1332.97,100.42,1.13600662483195,1.07888384931959,90.0383686297573
"31",928,1,1,1996,1,0.836960368692408,0,1.45,27.67,118.7,11.3,1278.39,55.12,0.00310798398766733,0.413586939540804,61.1135588148609
"32",928,1,1,1997,1,0.951147575105359,0,2.14,97.39,67.16,11.3,1278.39,55.12,1.52650050641223,1.86052755684281,18.0306897547562
"33",928,1,1,1998,1,2.41639011342727,0,2.81,44.83,136.72,11.3,1278.39,55.12,0.547077237099506,0.930256934505894,51.6771480315365
"34",928,1,1,1999,1,0.873411553178577,0,3.5,107.58,87.9,11.3,1278.39,55.12,-1.35960128590607,-0.880734361869448,57.8788320557214
"35",928,1,1,2000,1,1.15805343787094,0,4.21,74.8,69.98,11.3,1278.39,55.12,-1.65363482514111,-1.16001174081517,48.0402731045615
"36",928,1,1,2001,1,0.356597466515476,0,4.9,86.96,112.83,11.3,1278.39,55.12,-0.0858562562775339,0.329087396033619,31.0572776319459
"37",928,1,1,2002,1,0.827324664299339,0,5.58,111.85,102.86,11.3,1278.39,55.12,0.575611124096012,0.957358839928824,50.4269723941106
"38",928,1,1,2003,1,1.5116437812276,0,6.28,80.66,96.92,11.3,1278.39,55.12,-1.03069299589752,-0.568332431851258,3.5321446612943
"39",928,1,1,2004,1,0.35867338804011,0,6.94,97.05,68.39,11.3,1278.39,55.12,0.370541825126174,0.762581004490289,28.4538804255426
"40",928,1,1,2005,1,-0.369794122895114,0,7.65,115.85,108.55,11.3,1278.39,55.12,1.10694668650065,1.46202916969824,51.4272245417815
"41",228,11,2,1996,1,-0.287033683391978,1,1.43,26.08,128.8,4.48,909.71,88.35,0.018438019718467,0.720977483923141,7.21378759713843
"42",228,11,2,1997,1,2.18979398536107,0,2.13,75.4,65.97,4.48,909.71,88.35,-2.12501262599999,-1.3153084855661,14.9052228427026
"43",228,11,2,1998,1,-1.0595781293684,1,2.83,20.83,70.82,4.48,909.71,88.35,1.05519610304022,1.70590146294716,39.4906464831438
"44",228,11,2,1999,1,-0.385974281161026,1,3.5,120.8,87.18,4.48,909.71,88.35,0.0999733947340899,0.798436389026927,23.9577173276339
"45",228,11,2,2000,1,1.29197662235065,0,4.21,NA,70.85,4.48,909.71,88.35,0.273904557986385,0.963671631599483,14.3200697225984
"46",228,11,2,2001,1,1.59268686295534,1,4.88,38.01,94.35,4.48,909.71,88.35,1.81657689052212,2.42921600162571,26.0877972105518
"47",228,11,2,2002,1,2.22758615872869,1,5.56,69.43,87.35,4.48,909.71,88.35,0.156579184855934,0.852212097111089,47.7661829094868
"48",228,11,2,2003,1,1.50886637024163,1,6.27,110.16,78.65,4.48,909.71,88.35,-0.28680541247927,0.430995104573953,42.4356481176801
"49",228,11,2,2004,1,0.286081302639674,1,6.96,NA,132.5,4.48,909.71,88.35,-0.0908243193539306,0.617177861342084,42.7000885754824
"50",228,11,2,2005,1,0.926971452191905,1,7.65,118.41,113.7,4.48,909.71,88.35,-0.918025793024027,-0.168666570457578,62.2696112662088
"51",391,18,3,1996,0,0.252360087211155,1,0.7,76.47,125.8,3.37,780.81,81.66,1.35768796220977,1.28955198954023,72.147640013136
"52",391,18,3,1997,0,1.04019173773295,1,1.38,55.93,100.77,3.37,780.81,81.66,0.0919261721206513,0.0873128299348417,97.0144781470299
"53",391,18,3,1998,0,-0.621296069086112,1,2.06,34.37,62.65,3.37,780.81,81.66,-1.55263388331706,-1.47471449183383,95.6704214878846
"54",391,18,3,1999,0,1.85727564541109,1,2.77,106.09,162.43,3.37,780.81,81.66,-1.46396191998813,-1.39049255725826,76.1586515267845
"55",391,18,3,2000,0,-1.22138799409718,1,3.44,21.95,88.4,3.37,780.81,81.66,0.44417511092439,0.42188405137255,76.5335392020643
"56",391,18,3,2001,0,0.656605189285375,1,4.14,78.27,49.95,3.37,780.81,81.66,-0.0348276992312772,-0.0330798608258287,93.3737340127118
"57",391,18,3,2002,0,0.372441661973901,1,4.84,57.22,67.99,3.37,780.81,81.66,-0.465644526957116,-0.442276018400237,95.7486656634137
"58",391,18,3,2003,0,-0.037128624305588,1,5.51,163.75,128.49,3.37,780.81,81.66,-0.309658523097142,-0.294118218362985,93.1077998119872
"59",391,18,3,2004,0,-2.65925085552008,1,6.22,137.11,85.1,3.37,780.81,81.66,0.194708997983265,0.184937469226755,92.1875335671939
"60",391,18,3,2005,0,0.419931320210773,1,6.89,68.47,84.52,3.37,780.81,81.66,1.73822830935264,1.65099480660677,84.281955929473
"61",30,22,4,1996,0,0.723323149623229,0,0.69,11.39,59.7,15.69,991.95,106.68,1.92258598269012,1.82653641505997,73.2203172368463
"62",30,22,4,1997,0,-0.189902334328513,0,1.39,38.04,113.44,15.69,991.95,106.68,-0.0785530006761769,-0.0746286083114514,93.4777967887931
"63",30,22,4,1998,0,0.861046080716852,0,2.08,84.55,109.61,15.69,991.95,106.68,1.48488928267001,1.41070639833443,78.8885931461118
"64",30,22,4,1999,0,-1.32972995964329,0,2.75,98.22,83.84,15.69,991.95,106.68,-0.405921727195646,-0.38564247480337,97.1165108506102
"65",30,22,4,2000,0,-1.48300792728723,0,3.45,82.9,64.04,15.69,991.95,106.68,-0.36466978157428,-0.346451415704901,81.452391181374
"66",30,22,4,2001,0,-0.613896272427751,0,4.13,80.12,107.54,15.69,991.95,106.68,0.517437550147672,0.491587131277071,73.2015129504725
"67",30,22,4,2002,0,0.159440891499138,0,4.82,37.03,76.96,15.69,991.95,106.68,-1.37356713082418,-1.30494573744335,80.1302678894717
"68",30,22,4,2003,0,2.07976903086129,0,5.51,145.43,74.65,15.69,991.95,106.68,-0.522511733130207,-0.496407815541765,81.2725437665358
"69",30,22,4,2004,0,-0.920964649507862,0,6.21,116.45,72.51,15.69,991.95,106.68,-0.0228402791249435,-0.0216992123772118,98.4153982356656
"70",30,22,4,2005,0,-0.177825218828298,0,6.89,115,106.9,15.69,991.95,106.68,-1.15684916298237,-1.09905468048943,71.4474699983839
"71",309,9,2,1996,1,0.841409334139078,0,1.45,NA,91.58,13.33,804.74,110.92,-0.940762871693796,-0.519977799788232,22.8746328093112
"72",309,9,2,1997,1,1.20308179191349,0,2.14,22.96,86.81,13.33,804.74,110.92,0.738409080490884,1.07507083248669,26.5824775639921
"73",309,9,2,1998,1,1.50742912722062,0,2.81,72.81,67.56,13.33,804.74,110.92,2.06482336521721,2.33503428526473,45.5159133810084
"74",309,9,2,1999,1,-0.262068673060521,0,3.51,107.81,99.61,13.33,804.74,110.92,0.414148253471489,0.767054855942596,40.6103714497294
"75",309,9,2,2000,1,1.82180836999703,0,4.19,NA,95.48,13.33,804.74,110.92,-0.340493536435085,0.0502191838829681,10.1343830071855
"76",309,9,2,2001,0,1.48062499376853,0,4.14,61.44,109.56,13.33,804.74,110.92,0.482855359560515,0.458665224756512,75.8053110179026
